"COLLECTION","CITATION_TYPE","TYPE_STATUS","NUMBER_CATALOG_ITEMS","NUMBER_OF_IMAGES","NUMBER_OF_TYPES_WITH_IMAGES","ENTERED_DATE"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","16","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","9","2","2013"
"Entomology","Primary","Holotype","2","9","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","16","3","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","4","17","3","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","3","0","0","2013"
"Entomology","Primary","Holotype","2","3","1","2013"
"Entomology","Primary","Holotype","2","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","9","2","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","0","0","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","3","0","0","2013"
"Entomology","Primary","Holotype","4","0","0","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","4","12","4","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","2","6","2","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","2","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","2","6","2","2013"
"Entomology","Primary","Holotype","2","6","2","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","2","13","2","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","4","20","4","2013"
"Entomology","Primary","Holotype","2","0","0","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","16","3","2013"
"Entomology","Primary","Holotype","3","17","3","2013"
"Entomology","Primary","Holotype","2","9","2","2013"
"Entomology","Primary","Holotype","4","23","4","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","3","16","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","4","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","11","2","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","2","11","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","11","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","4","20","4","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","16","3","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","13","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","12","2","2013"
"Entomology","Primary","Holotype","2","11","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","7","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","13","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","20","3","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","4","25","4","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","7","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","14","3","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","2","7","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","11","2","2013"
"Entomology","Primary","Holotype","3","14","3","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","2","6","2","2013"
"Entomology","Primary","Holotype","3","9","3","2013"
"Entomology","Primary","Holotype","2","8","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","4","19","4","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","8","2","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","8","2","2013"
"Entomology","Primary","Holotype","4","12","4","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","10","2","2013"
"Entomology","Primary","Holotype","4","15","3","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
